날짜,종가,시가,고가,저가,거래량,변동 %,RSI(14),"MACD(12,26)",MACD_SIGNAL(9),MACD_HIST,외국인소진율
2022-04-25,66300,66500,66700,66300,11016474.0,-1.044776,35.187304,-1004.114612,-1016.946277,12.831665,51.08
2022-04-26,66100,66400,66700,66100,12946923.0,-0.301659,34.270541,-1036.639576,-1020.884937,-15.754639,51.01
2022-04-27,65000,65400,65500,64900,18122084.0,-1.664145,29.688978,-1138.057828,-1044.319515,-93.738313,50.93
2022-04-28,64800,65400,65500,64500,16895527.0,-0.307692,28.931643,-1220.501669,-1079.555946,-140.945723,50.87
2022-04-29,67400,65100,67600,65000,26190390.0,4.012346,47.633165,-1063.778164,-1076.40039,12.622226,50.9
2022-05-02,67300,66600,67600,66500,14106184.0,-0.148368,47.119579,-936.843472,-1048.489006,111.645534,50.88
2022-05-03,67500,67400,68400,67300,14168875.0,0.297177,48.31975,-810.762521,-1000.943709,190.181188,50.89
2022-05-04,67900,68000,68400,67500,11505248.0,0.592593,50.728326,-670.832858,-934.921539,264.088681,50.89
2022-05-06,66500,67000,67100,66500,14356156.0,-2.061856,43.148575,-665.237448,-880.984721,215.747273,50.82
2022-05-09,66100,66300,66900,66100,11858736.0,-0.601504,41.252017,-685.181358,-841.824048,156.64269,50.81
2022-05-10,65700,65900,66300,65300,17235605.0,-0.605144,39.387596,-724.907426,-818.440724,93.533297,50.78
2022-05-11,65700,65500,66300,65200,12330920.0,0.0,39.387596,-747.770785,-804.306736,56.535951,50.78
2022-05-12,64900,65200,65500,64900,16414188.0,-1.217656,35.650271,-820.979733,-807.641335,-13.338398,50.75
2022-05-13,66500,65300,66700,65200,14551536.0,2.465331,46.569779,-741.345949,-794.382258,53.03631,50.74
2022-05-16,66300,67100,67400,66100,11937555.0,-0.300752,45.529748,-686.460836,-772.797974,86.337138,50.75
2022-05-17,67600,66600,67900,66600,15680447.0,1.960784,52.893821,-531.93306,-724.624991,192.691931,50.74
2022-05-18,68100,68300,68700,67600,16486319.0,0.739645,55.391778,-364.916335,-652.68326,287.766925,50.77
2022-05-19,67500,66500,67600,66500,17073727.0,-0.881057,51.839294,-277.767432,-577.700094,299.932662,50.77
2022-05-20,68000,67800,68400,67700,12109671.0,0.740741,54.460371,-166.436897,-495.447455,329.010558,50.75
2022-05-23,67900,68800,68800,67600,13684088.0,-0.147059,53.829383,-85.29261,-413.416486,328.123876,50.74
2022-05-24,66500,67500,67700,66500,15482576.0,-2.061856,45.824566,-132.426942,-357.218577,224.791635,50.69
2022-05-25,66400,66700,67100,65900,15150490.0,-0.150376,45.306306,-175.823618,-320.939585,145.115967,50.65
2022-05-26,65900,66300,67200,65500,15970890.0,-0.753012,42.705616,-247.706216,-306.292911,58.586696,50.63
2022-05-27,66500,66700,66900,66200,11405555.0,0.91047,46.66229,-253.338379,-295.702005,42.363626,50.6
2022-05-30,67700,67500,67800,66900,14255484.0,1.804511,53.568581,-159.1375,-268.389104,109.251604,50.62
2022-05-31,67400,67500,67500,66700,24365002.0,-0.443131,51.764053,-107.451484,-236.20158,128.750096,50.62
2022-06-02,66700,66600,67000,66400,14959443.0,-1.038576,47.724304,-121.572679,-213.2758,91.703121,50.6
2022-06-03,66800,67200,67300,66800,8222883.0,0.149925,48.344501,-123.273642,-195.275368,72.001726,50.59
2022-06-07,65500,66200,66400,65400,19355755.0,-1.946108,41.458445,-226.905181,-201.601331,-25.30385,50.54
2022-06-08,65300,65400,65700,65300,12483180.0,-0.305344,40.502621,-321.466585,-225.574382,-95.892203,50.5
2022-06-09,65200,65100,65200,64500,25790725.0,-0.153139,40.005978,-399.866925,-260.43289,-139.434035,50.39
2022-06-10,63800,64000,64400,63800,22193552.0,-2.147239,33.76393,-568.415717,-322.029456,-246.386261,50.26
2022-06-13,62100,62400,62800,62100,22157816.0,-2.664577,28.042283,-829.604478,-423.54446,-406.060018,50.2
2022-06-14,61900,61200,62200,61100,24606419.0,-0.322061,27.452867,-1040.73978,-546.983524,-493.756256,50.19
2022-06-15,60700,61300,61500,60200,26811224.0,-1.938611,24.170216,-1290.02539,-695.591897,-594.433493,50.11
2022-06-16,60900,61300,61800,60500,23394895.0,0.329489,25.763481,-1454.679069,-847.409332,-607.269737,50.09
2022-06-17,59800,59400,59900,59400,29053450.0,-1.80624,22.91207,-1654.852987,-1008.898063,-645.954924,49.97
2022-06-20,58700,59800,59900,58100,34111306.0,-1.839465,20.47201,-1880.574969,-1183.233444,-697.341525,49.88
2022-06-21,58500,58700,59200,58200,25148109.0,-0.340716,20.053837,-2051.946037,-1356.975963,-694.970075,49.82
2022-06-22,57600,59000,59100,57600,23334687.0,-1.538462,18.247511,-2234.621991,-1532.505168,-702.116823,49.79
2022-06-23,57400,57700,58000,56800,28338608.0,-0.347222,17.862466,-2368.232815,-1699.650698,-668.582118,49.72
2022-06-24,58400,57900,59100,57700,23256103.0,1.74216,26.242908,-2366.153173,-1832.951193,-533.20198,49.67
2022-06-27,58800,59000,59900,58300,18122236.0,0.684932,29.348137,-2305.650282,-1927.491011,-378.159272,49.69
2022-06-28,59400,59200,59500,58700,13540538.0,1.020408,33.847121,-2184.109268,-1978.814662,-205.294606,49.7
2022-06-29,58000,58500,58800,58000,14677138.0,-2.356902,29.178253,-2175.675605,-2018.186851,-157.488754,49.7
2022-06-30,57000,57200,57600,57000,18915142.0,-1.724138,26.379217,-2224.046089,-2059.358698,-164.687391,49.65
2022-07-01,56200,56900,57500,55900,24982097.0,-1.403509,24.365497,-2300.415602,-2107.570079,-192.845523,49.59
2022-07-04,57100,56100,57400,55700,17807126.0,1.601423,30.768425,-2262.238831,-2138.503829,-123.735002,49.58
2022-07-05,57200,57600,58200,57200,14216539.0,0.175131,31.462694,-2198.570549,-2150.517173,-48.053375,49.56
2022-07-06,56400,57300,57300,56400,16820461.0,-1.398601,28.960588,-2187.45072,-2157.903883,-29.546837,49.55
2022-07-07,58200,56400,58700,56300,21322833.0,3.191489,40.438051,-2010.220646,-2128.367235,118.146589,49.59
2022-07-08,58700,58600,59300,58200,15339271.0,0.859107,43.184042,-1808.570638,-2064.407916,255.837278,49.61
2022-07-11,58800,59300,59600,58700,13042624.0,0.170358,43.742671,-1621.995041,-1975.925341,353.9303,49.64
2022-07-12,58100,58600,58700,58100,9336061.0,-1.190476,40.724188,-1513.17376,-1883.375025,370.201265,49.64
2022-07-13,58000,58300,58600,58000,10841315.0,-0.172117,40.296393,-1418.647984,-1790.429617,371.781632,49.61
2022-07-14,57500,57500,58200,57400,15067012.0,-0.862069,38.1391,-1368.30844,-1706.005381,337.696942,49.65
2022-07-15,60000,58400,60000,58100,18685583.0,4.347826,51.981369,-1113.845167,-1587.573338,473.728171,49.74
2022-07-18,61900,60600,62000,60500,20832517.0,3.166667,59.414332,-750.219012,-1420.102473,669.883461,49.8
2022-07-19,60900,61400,61500,60200,15248261.0,-1.615509,54.62196,-536.5493,-1243.391839,706.842538,49.78
2022-07-20,60500,61800,62100,60500,16782238.0,-0.656814,52.787798,-394.938566,-1073.701184,678.762618,49.73
2022-07-21,61800,61100,61900,60700,12291374.0,2.14876,57.752973,-175.785556,-894.118058,718.332502,49.78
2022-07-22,61300,61800,62200,61200,10261310.0,-0.809061,55.342244,-41.967266,-723.6879,681.720634,49.79
2022-07-25,61100,60900,61900,60800,9193681.0,-0.326264,54.364701,47.399967,-569.470326,616.870294,49.79
2022-07-26,61700,60800,61900,60800,6597211.0,0.981997,56.828375,164.740107,-422.62824,587.368347,49.8
2022-07-27,61800,61300,61900,61200,7320997.0,0.162075,57.242686,262.773094,-285.547973,548.321067,49.81
2022-07-28,61900,62300,62600,61600,10745302.0,0.161812,57.680065,344.562207,-159.525937,504.088144,49.84
2022-07-29,61400,62400,62600,61300,15093120.0,-0.807754,54.66885,364.829322,-54.654885,419.484207,49.82
2022-08-01,61300,61000,61700,60300,13154816.0,-0.162866,54.060975,368.573309,29.990754,338.582555,49.82
2022-08-02,61700,61200,61900,61000,13614895.0,0.652529,56.160794,399.215198,103.835643,295.379556,49.88
2022-08-03,61300,61600,61600,61000,10053861.0,-0.648298,53.525983,386.764083,160.421331,226.342753,49.88
2022-08-04,61500,61700,61800,61200,9125439.0,0.326264,54.67109,388.555785,206.048222,182.507563,49.89
2022-08-05,61500,61700,61900,61200,9567620.0,0.0,54.67109,385.531553,241.944888,143.586665,49.88
2022-08-08,60800,61400,61400,60600,11313150.0,-1.138211,49.700227,322.928163,258.141543,64.78662,49.88
2022-08-09,60000,60600,60700,59600,18251170.0,-1.315789,44.698255,206.382166,247.789668,-41.407501,49.82
2022-08-10,59100,58900,59200,58600,18084349.0,-1.5,39.840408,40.924395,206.416613,-165.492218,49.76
2022-08-11,59900,59600,60000,59300,15141941.0,1.353638,45.509414,-25.356474,160.061996,-185.418469,49.72
2022-08-12,60200,59500,60700,59400,10786658.0,0.500835,47.507062,-53.065342,117.436528,-170.50187,49.73
2022-08-16,61000,60500,61600,60300,15036727.0,1.328904,52.507164,-10.352173,91.878788,-102.230961,49.74
2022-08-17,60400,61100,61200,60300,9061518.0,-0.983607,48.756113,-24.632713,68.576488,-93.209201,49.73
2022-08-18,61500,60300,61900,60000,16372754.0,1.821192,55.090426,52.208832,65.302956,-13.094125,49.81
2022-08-19,60900,61400,61600,60600,6923679.0,-0.97561,51.361062,63.954101,65.033185,-1.079084,49.81
2022-08-22,60000,60300,60400,59800,8259865.0,-1.477833,46.298174,0.632541,52.153057,-51.520515,49.81
2022-08-23,59100,59000,59600,59000,9041629.0,-1.5,41.854971,-120.780447,17.566356,-138.346803,49.8
2022-08-24,59000,59200,59500,59000,8888486.0,-0.169205,41.379786,-222.505376,-30.447991,-192.057386,49.8
2022-08-25,59700,59200,59700,59000,5767902.0,1.186441,46.001274,-243.828265,-73.124045,-170.70422,49.81
2022-08-26,60000,60300,60900,59900,9499995.0,0.502513,47.897125,-233.823938,-105.264024,-128.559914,49.81
2022-08-29,58600,58700,58900,58600,9841329.0,-2.333333,40.713404,-335.002042,-151.211628,-183.790415,49.8
2022-08-30,58800,58700,59000,58300,9690044.0,0.341297,42.050542,-394.500533,-199.869409,-194.631124,49.77
2022-08-31,59700,58200,59900,58200,14203512.0,1.530612,47.760296,-364.825556,-232.860638,-131.964918,49.83
2022-09-01,58400,58700,58900,58300,14905777.0,-2.177554,41.412981,-441.122077,-274.512926,-166.609151,49.82
2022-09-02,57500,58300,58600,57500,15040310.0,-1.541096,37.679515,-567.666394,-333.14362,-234.522774,49.76
2022-09-05,57100,57400,57800,56800,11425977.0,-0.695652,36.120908,-692.2505,-404.964996,-287.285505,49.72
2022-09-06,57100,57200,57600,56900,7503086.0,0.0,36.120908,-781.970236,-480.366044,-301.604192,49.71
2022-09-07,56000,56700,56700,55900,17384854.0,-1.926445,31.910991,-931.101423,-570.51312,-360.588303,49.62
2022-09-08,55600,56200,56400,55600,18000016.0,-0.714286,30.518078,-1069.240085,-670.258513,-398.981573,49.53
2022-09-13,58100,57000,58500,56800,17166581.0,4.496403,46.296149,-965.853111,-729.377432,-236.475678,49.54
2022-09-14,56800,56200,57200,56100,12524961.0,-2.237522,41.073063,-977.54875,-779.011696,-198.537054,49.54
2022-09-15,56000,57000,57100,56000,11664819.0,-1.408451,38.215761,-1039.389508,-831.087258,-208.30225,49.5
2022-09-16,56200,55600,56400,55500,13456503.0,0.357143,39.351667,-1060.040933,-876.877993,-183.16294,49.49
2022-09-19,56400,56300,57000,56000,12278653.0,0.355872,40.529148,-1048.18617,-911.139629,-137.046542,49.48
2022-09-20,55800,56400,57000,55800,14041465.0,-1.06383,38.137003,-1074.816357,-943.874974,-130.941383,49.43
2022-09-21,55300,55400,55500,55000,11863700.0,-0.896057,36.218537,-1123.317884,-979.763556,-143.554328,49.36
2022-09-22,54400,54600,54700,54300,12786510.0,-1.627486,33.000538,-1220.311184,-1027.873082,-192.438102,49.33
2022-09-23,54500,54400,54900,54200,10555964.0,0.183824,33.705353,-1274.419198,-1077.182305,-197.236893,49.35
2022-09-26,53900,53700,54200,53600,15008449.0,-1.100917,31.5601,-1350.151468,-1131.776138,-218.375331,49.31
2022-09-27,54200,53800,54200,53500,16631289.0,0.556586,33.827923,-1370.167903,-1179.454491,-190.713412,49.31
2022-09-28,52900,53900,54400,52500,19991129.0,-2.398524,29.297514,-1473.939549,-1238.351502,-235.588047,49.26
2022-09-29,52600,53300,53700,52600,13882080.0,-0.567108,28.35381,-1562.376713,-1303.156545,-259.220169,49.24
2022-09-30,53100,52300,53600,51800,22503249.0,0.95057,32.269625,-1573.974187,-1357.320073,-216.654114,49.27
2022-10-04,55200,55300,55400,54500,19148435.0,3.954802,45.694417,-1397.602131,-1365.376485,-32.225647,49.34
2022-10-05,56000,56900,57200,55400,22458970.0,1.449275,49.778278,-1179.674143,-1328.236016,148.561873,49.42
2022-10-06,56300,56700,57300,56300,14944446.0,0.535714,51.258549,-971.557638,-1256.900341,285.342703,49.44
2022-10-07,56200,55900,56900,55200,16886813.0,-0.17762,50.721878,-805.408722,-1166.602017,361.193295,49.46
2022-10-11,55400,54400,55700,54000,21437877.0,-1.423488,46.525208,-729.874287,-1079.256471,349.382184,49.47
2022-10-12,55800,55700,57000,55200,18408910.0,0.722022,48.805987,-630.468399,-989.498857,359.030458,49.51
2022-10-13,55200,55400,56100,55200,13784602.0,-1.075269,45.660074,-593.264715,-910.252028,316.987313,49.51
2022-10-14,56300,56200,56500,55800,12924326.0,1.992754,51.794781,-469.606391,-822.122901,352.51651,49.52
2022-10-17,56600,55800,57000,55700,13641878.0,0.53286,53.341871,-343.439825,-726.386286,382.946461,49.54
2022-10-18,56500,56700,57100,55800,14820702.0,-0.176678,52.734326,-248.65474,-630.839977,382.185237,49.58
2022-10-19,55800,56700,56900,55700,12660652.0,-1.238938,48.564556,-227.399704,-550.151922,322.752218,49.56
2022-10-20,55500,55200,56000,55100,17107653.0,-0.537634,46.854624,-232.087073,-486.538952,254.451879,49.59
2022-10-21,55900,55100,56300,55100,11456060.0,0.720721,49.412201,-201.205814,-429.472324,228.266511,49.58
2022-10-24,57500,57000,57500,56700,16944503.0,2.862254,58.098546,-47.082824,-352.994424,305.911601,49.64
2022-10-25,57700,57000,58600,57000,17405678.0,0.347826,59.045199,90.159779,-264.363584,354.523363,49.66
2022-10-26,59400,58000,59600,57700,20824967.0,2.946274,66.063505,332.271108,-145.036645,477.307754,49.76
2022-10-27,59500,59700,60100,58900,21756712.0,0.16835,66.427958,526.150114,-10.799293,536.949408,49.75
2022-10-28,57300,58900,59200,57200,20924937.0,-3.697479,52.954371,496.555032,90.671572,405.883461,49.74
2022-10-31,59400,58100,59900,58000,18999514.0,3.664921,61.071173,635.230623,199.583382,435.647241,49.8
2022-11-01,60000,59900,60300,59500,17201647.0,1.010101,63.033583,784.503743,316.567454,467.936288,49.82
2022-11-02,59600,59700,60000,59300,13202919.0,-0.666667,60.831957,860.606571,425.375278,435.231294,49.84
2022-11-03,59200,58600,59800,58100,17492162.0,-0.671141,58.626736,878.51498,516.003218,362.511762,49.87
2022-11-04,59400,59100,59500,58400,12445841.0,0.337838,59.418871,898.488635,592.500301,305.988333,49.84
2022-11-07,60200,59700,60300,59400,12437246.0,1.346801,62.510804,967.715986,667.543438,300.172548,49.86
2022-11-08,61800,60500,61900,60500,18273898.0,2.657807,67.795679,1138.561165,761.746984,376.814181,49.92
2022-11-09,62000,62000,62200,61300,14045592.0,0.323625,68.395432,1275.393585,864.476304,410.917281,49.93
2022-11-10,60400,61400,61500,60400,21087633.0,-2.580645,58.938829,1240.428745,939.666792,300.761953,49.87
2022-11-11,62900,63100,63200,62300,20037163.0,4.139073,66.688843,1398.328899,1031.399213,366.929685,49.92
2022-11-14,61900,62900,62900,61700,15973416.0,-1.589825,61.674421,1426.332394,1110.385849,315.946544,49.92
2022-11-15,62400,62200,62500,61600,12310986.0,0.807754,63.165753,1471.903994,1182.689478,289.214515,49.93
2022-11-16,62700,62400,62700,61700,12909260.0,0.480769,64.06917,1514.766028,1249.104788,265.66124,49.94
2022-11-17,61400,62000,62000,61300,13298296.0,-2.073365,57.489119,1427.381399,1284.76011,142.621289,49.9
2022-11-18,61800,61800,62400,61400,12236503.0,0.651466,58.888216,1374.560036,1302.720095,71.83994,49.92
2022-11-21,61400,61400,61800,60800,9378097.0,-0.647249,56.872476,1285.602443,1299.296565,-13.694122,49.9
2022-11-22,60600,60900,61200,60300,9411289.0,-1.302932,52.9674,1137.437919,1266.924836,-129.486916,49.9
2022-11-23,61000,61200,61300,60700,8765050.0,0.660066,54.644325,1040.30118,1221.600105,-181.298925,49.9
2022-11-24,61400,61200,61700,60900,8125010.0,0.655738,56.321458,984.250444,1174.130173,-189.879728,49.91
2022-11-25,61000,61400,61700,60800,6677933.0,-0.651466,54.16453,897.210689,1118.746276,-221.535587,49.9
2022-11-28,60100,60500,60500,59800,8589032.0,-1.47541,49.565092,746.997654,1044.396551,-297.398898,49.92
2022-11-29,60600,59900,60600,59800,7014160.0,0.831947,52.003528,660.682624,967.653766,-306.971142,49.92
2022-11-30,62200,60400,62200,60200,19768903.0,2.640264,58.858353,713.16307,916.755627,-203.592557,50.01
2022-12-01,62600,63100,63200,62300,16631445.0,0.643087,60.38173,778.061846,889.01687,-110.955025,50.06
2022-12-02,60400,62500,62500,60400,15331184.0,-3.514377,49.520931,644.543087,840.122114,-195.579026,50.03
2022-12-05,60300,60900,61100,60000,13767787.0,-0.165563,49.088716,524.611946,777.02008,-252.408135,50.0
2022-12-06,59200,59800,60100,59200,13888300.0,-1.824212,44.488903,336.921029,689.00027,-352.079241,49.95
2022-12-07,58900,58800,59600,58500,12100662.0,-0.506757,43.297297,162.098561,583.619928,-421.521367,49.93
2022-12-08,59200,58700,59200,58600,12986815.0,0.509338,44.887013,47.213738,476.33869,-429.124952,49.92
2022-12-09,60400,59300,60600,59300,10529632.0,2.027027,50.825799,52.392708,391.549494,-339.156785,49.93
2022-12-12,59500,59900,60000,59400,9036472.0,-1.490066,46.756396,-15.941633,310.051268,-325.992902,49.93
2022-12-13,59700,59600,60300,59400,9040873.0,0.336134,47.757417,-53.343848,237.372245,-290.716093,49.94
2022-12-14,60500,59800,60600,59800,8207485.0,1.340034,51.671449,-18.222007,186.253395,-204.475401,49.96
2022-12-15,59300,59800,60200,59300,8716039.0,-1.983471,46.093033,-86.223732,131.757969,-217.981701,49.96
2022-12-16,59500,58300,59500,58300,13033596.0,0.337268,47.117749,-122.564415,80.893492,-203.457907,49.99
2022-12-19,59500,59500,59900,59100,7696187.0,0.0,47.117749,-149.639714,34.786851,-184.426565,49.98
2022-12-20,58600,59000,59100,58500,9284761.0,-1.512605,42.865234,-240.942131,-20.358945,-220.583186,49.95
2022-12-21,58000,58700,59100,58000,10356971.0,-1.023891,40.256721,-357.592833,-87.805723,-269.78711,49.9
2022-12-22,59100,58100,59100,58100,10720630.0,1.896552,46.664801,-357.161413,-141.676861,-215.484552,49.89
2022-12-23,58100,58200,58400,57700,9829407.0,-1.692047,42.230205,-432.52527,-199.846542,-232.678727,49.79
2022-12-26,57900,58000,58100,57700,6756411.0,-0.344234,41.383167,-502.59638,-260.39651,-242.19987,49.78
2022-12-27,58100,58000,58400,57900,10667027.0,0.345423,42.62255,-535.813387,-315.479885,-220.333502,49.75
2022-12-28,56600,57600,57600,56400,14665410.0,-2.581756,36.405353,-675.390093,-387.461927,-287.928166,49.69
2022-12-29,55300,56000,56200,55300,11295935.0,-2.29682,32.042962,-880.752012,-486.119944,-394.632068,49.67
2023-01-02,55500,55500,56100,55200,10031448.0,0.361664,33.365863,-1015.656626,-592.02728,-423.629346,49.67
2023-01-03,55400,55400,56000,54500,13547030.0,-0.18018,33.019748,-1117.753899,-697.172604,-420.581295,49.76
2023-01-04,57800,55700,58000,55600,20188071.0,4.33213,47.181091,-993.553711,-756.448825,-237.104886,49.82
2023-01-05,58200,58200,58800,57600,15682826.0,0.692042,49.112191,-853.014491,-775.761959,-77.252532,49.87
2023-01-06,59000,58300,59400,57900,17334989.0,1.37457,52.826898,-669.366788,-754.482924,85.116136,49.91
2023-01-09,60700,59700,60700,59600,18640107.0,2.881356,59.5793,-382.242613,-680.034862,297.792249,49.97
2023-01-10,60400,60200,61100,59900,14859797.0,-0.494234,58.001471,-176.863358,-579.400561,402.537203,49.98
2023-01-11,60500,61000,61200,60300,12310751.0,0.165563,58.396977,-5.960941,-464.712637,458.751697,49.99
2023-01-12,60500,61100,61200,59900,16102561.0,0.0,58.396977,128.004896,-346.169131,474.174026,50.02
2023-01-13,60800,60500,61200,60400,12510328.0,0.495868,59.716851,255.436763,-225.847952,481.284715,50.04
2023-01-16,61100,61300,61600,60800,10039972.0,0.493421,61.047691,376.297209,-105.41892,481.716129,50.06
2023-01-17,61000,61200,61500,60600,9831456.0,-0.163666,60.332183,458.722946,7.409453,451.313493,50.07
2023-01-18,60400,60700,61000,59900,11584041.0,-0.983607,56.084752,470.210655,99.969694,370.240962,50.09
2023-01-19,61500,60500,61500,60400,12808490.0,1.821192,61.443908,561.601759,192.296107,369.305652,50.15
2023-01-20,61800,62100,62300,61100,9646327.0,0.487805,62.778024,650.736079,283.984101,366.751978,50.17
2023-01-25,63400,63500,63700,63000,16822710.0,2.588997,68.949069,840.790193,395.34532,445.444873,50.28
2023-01-26,63900,63800,63900,63300,13278277.0,0.788644,70.589996,1019.997374,520.27573,499.721643,50.34
2023-01-27,64600,64400,65000,63900,18760182.0,1.095462,72.760341,1204.618414,657.144267,547.474147,50.43
2023-01-30,63300,64900,64900,63100,20995234.0,-2.012384,63.402604,1231.83298,772.08201,459.75097,50.46
2023-01-31,61000,63500,63700,61000,29746731.0,-3.633491,50.923958,1055.641166,828.793841,226.847325,50.35
2023-02-01,61800,62600,62700,61000,18570133.0,1.311475,54.293603,969.386713,856.912415,112.474297,50.35
2023-02-02,63500,63200,63900,62600,23285983.0,2.750809,60.500195,1026.37383,890.804698,135.569132,50.44
2023-02-03,63800,63900,64000,63000,15194598.0,0.472441,61.493912,1083.256913,929.295141,153.961772,50.49
2023-02-06,61600,62800,63000,61600,15529356.0,-3.448276,51.301365,939.980047,931.432123,8.547925,50.45
2023-02-07,61900,61900,62500,61600,14491039.0,0.487013,52.458559,840.945693,913.334837,-72.389143,50.47
2023-02-08,63100,62800,63300,62400,12243125.0,1.938611,56.87307,849.497744,900.567418,-51.069674,50.52
2023-02-09,63000,63000,63300,62300,12164865.0,-0.158479,56.403051,838.539975,888.16193,-49.621954,50.55
2023-02-10,62800,62600,63000,62400,9382576.0,-0.31746,55.416625,804.444401,871.418424,-66.974023,50.59
2023-02-13,62900,62900,63000,62300,10730362.0,0.159236,55.832553,776.541095,852.442958,-75.901863,50.63
2023-02-14,63200,63600,63900,63200,9126664.0,0.476948,57.124836,769.761684,835.906703,-66.14502,50.64
2023-02-15,62200,63900,63900,62000,13208103.0,-1.582278,51.69522,675.905886,803.90654,-128.000654,50.65
2023-02-16,63700,62500,63700,62400,13798831.0,2.411576,58.124728,714.32763,785.990758,-71.663128,50.68
2023-02-17,62600,62900,63300,62400,10791265.0,-1.726845,52.595986,648.540362,758.500679,-109.960317,50.69
2023-02-20,62700,62900,63000,61800,12908073.0,0.159744,53.033354,597.584066,726.317356,-128.73329,50.69
2023-02-21,62100,62700,62800,62000,7665046.0,-0.956938,50.049565,502.987719,681.651429,-178.66371,50.68
2023-02-22,61100,61500,61800,61000,11959088.0,-1.610306,45.458942,343.369638,613.99507,-270.625432,50.69
2023-02-23,62000,61700,62500,61500,13047099.0,1.472995,49.911754,286.194565,548.434969,-262.240405,50.7
2023-02-24,61300,62300,62600,61300,10308143.0,-1.129032,46.717079,182.297347,475.207445,-292.910098,50.7
2023-02-27,60500,60800,60800,60200,11155697.0,-1.305057,43.305586,35.001267,387.166209,-352.164943,50.69
2023-02-28,60600,60800,61400,60500,13715861.0,0.165289,43.857479,-72.823312,295.168305,-367.991617,50.68
2023-03-02,60800,60900,61800,60500,13095682.0,0.330033,45.010429,-140.516948,208.031254,-348.548202,50.73
2023-03-03,60500,61000,61200,60500,10711405.0,-0.493421,43.565209,-215.883563,123.248291,-339.131854,50.7
2023-03-06,61500,61100,61600,60800,13630602.0,1.652893,49.397705,-192.699189,60.058795,-252.757984,50.72
2023-03-07,60700,61400,61400,60700,11473280.0,-1.300813,45.358969,-236.156456,0.815745,-236.9722,50.71
2023-03-08,60300,60100,60500,59900,14161857.0,-0.658979,43.446274,-299.421762,-59.231756,-240.190005,50.74
2023-03-09,60100,60500,60800,59900,14334499.0,-0.331675,42.481692,-361.530799,-119.691565,-241.839234,50.68
2023-03-10,59500,59500,59700,59100,11902471.0,-0.998336,39.638478,-453.934965,-186.540245,-267.39472,50.67
2023-03-13,60000,59900,60200,59300,12779724.0,0.840336,43.058583,-481.272303,-245.486656,-235.785646,50.69
2023-03-14,59000,59400,59500,59000,12147346.0,-1.666667,38.375345,-576.97794,-311.784913,-265.193027,50.67
2023-03-15,59800,60000,60300,59600,10482149.0,1.355932,43.655122,-581.568078,-365.741546,-215.826532,50.69
2023-03-16,59900,59200,60200,59100,10611939.0,0.167224,44.297559,-570.559576,-406.705152,-163.854424,50.71
2023-03-17,61300,60800,61300,60600,14090110.0,2.337229,52.468463,-443.751666,-414.114455,-29.637211,50.76
2023-03-20,60200,61100,61200,60200,9618009.0,-1.794454,46.675103,-427.093028,-416.71017,-10.382859,50.72
2023-03-21,60300,60500,60700,60100,8318514.0,0.166113,47.245379,-401.197024,-413.607541,12.410517,50.73
2023-03-22,61100,61000,61200,60500,8978591.0,1.3267,51.695923,-312.518422,-393.389717,80.871295,50.76
2023-03-23,62300,60600,62300,60600,15381057.0,1.963993,57.489242,-143.752925,-343.462359,199.709433,50.82
2023-03-24,63000,62700,63300,62300,18278602.0,1.123596,60.467736,45.94942,-265.580003,311.529423,50.93
2023-03-27,62100,62600,62800,62000,11039331.0,-1.428571,55.120378,122.258102,-188.012382,310.270484,50.92
2023-03-28,62900,62400,62900,62100,11614118.0,1.288245,58.6231,244.468515,-101.516203,345.984718,50.93
2023-03-29,62700,62500,62700,62200,11216008.0,-0.317965,57.416624,321.477032,-16.917556,338.394588,50.87
2023-03-30,63200,63700,63700,63100,15684377.0,0.797448,59.652225,418.033825,70.07272,347.961104,50.86
2023-03-31,64000,64000,64000,63700,14094479.0,1.265823,62.999324,552.737479,166.605672,386.131807,50.96
2023-04-03,63100,64000,64000,63000,11973133.0,-1.40625,57.245849,580.180656,249.320669,330.859987,51.01
2023-04-04,63600,63400,63800,62800,11120514.0,0.792393,59.460885,634.956014,326.447738,308.508276,51.05
2023-04-05,63900,63700,64000,63400,9176149.0,0.471698,60.774028,694.56684,400.071558,294.495281,51.09
2023-04-06,62300,63500,63600,62300,14992747.0,-2.503912,51.240853,605.719858,441.201218,164.51864,51.1
2023-04-07,65000,63800,65200,63800,27476120.0,4.333868,62.057138,744.592225,501.87942,242.712805,51.34
2023-04-10,65700,64800,66300,64700,18777166.0,1.076923,64.270094,900.750435,581.653623,319.096813,51.41
2023-04-11,65900,66200,66200,65400,16323183.0,0.304414,64.899987,1028.786066,671.080111,357.705954,51.42
2023-04-12,66000,65800,66200,65300,15021313.0,0.151745,65.230048,1125.352032,761.934495,363.417536,51.49
2023-04-13,66100,65600,66100,65400,15091022.0,0.151515,65.578625,1196.161811,848.779958,347.381852,51.49
2023-04-14,65100,66600,66600,65000,16176490.0,-1.512859,59.188397,1158.236005,910.671168,247.564837,51.47
2023-04-17,65300,65000,65600,64700,13486618.0,0.30722,60.027338,1131.277199,954.792374,176.484825,51.52
2023-04-18,65600,65900,66000,64800,14802060.0,0.459418,61.312033,1121.195204,988.07294,133.122264,51.6
