"날짜","종가","시가","고가","저가","거래량","변동 %","RSI(14)","MACD(12,26)","MACD_SIGNAL(9)","MACD_HIST"
"2021- 11- 18","70,200","70,700","71,000","70,200","1.35K","-0.71%","44.6047","-196.6010","-337.3111","140.7101"
"2021- 11- 17","70,700","71,300","71,600","70,600","10.89M","-0.84%","48.4426","-171.1914","-372.4886","201.2972"
"2021- 11- 16","71,300","71,500","72,000","71,300","0.31K","-0.14%","53.5796","-187.1785","-422.8129","235.6343"
"2021- 11- 15","71,400","71,700","71,900","70,900","4.87K","1.13%","54.4736","-265.9523","-481.7214","215.7692"
"2021- 11- 14","70,600","70,600","70,600","70,600","","0.00%","48.0323","-372.8096","-535.6637","162.8541"
"2021- 11- 12","70,600","70,200","70,900","69,900","10.04M","1.00%","48.0323","-422.3212","-576.3773","154.0561"
"2021- 11- 11","69,900","69,900","70,000","69,600","11.44M","-0.43%","41.8222","-479.3732","-614.8913","135.5181"
"2021- 11- 10","70,200","70,300","70,900","70,200","0.98K","-0.43%","43.9104","-473.9468","-648.7708","174.8241"
"2021- 11- 09","70,500","70,400","70,900","70,100","4.89K","-0.14%","46.0453","-490.6724","-692.4768","201.8045"
"2021- 11- 08","70,600","70,300","70,600","69,800","0.59K","0.57%","46.7488","-535.4288","-742.9280","207.4992"
"2021- 11- 07","70,200","70,200","70,200","70,200","","0.00%","43.5450","-594.9479","-794.8028","199.8548"
"2021- 11- 05","70,200","71,600","71,600","70,200","12.61M","-0.57%","43.5450","-621.5350","-844.7665","223.2315"
"2021- 11- 04","70,600","71,100","71,600","70,500","1.57K","0.28%","45.9275","-646.4292","-900.5743","254.1451"
"2021- 11- 03","70,400","71,700","71,700","70,100","0.21K","-1.54%","44.5181","-709.5280","-964.1106","254.5826"
"2021- 11- 02","71,500","70,700","72,200","70,700","4.70K","2.29%","51.3542","-759.3810","-1027.7563","268.3753"
"2021- 11- 01","69,900","70,200","70,600","69,900","0.07K","0.14%","38.6248","-923.9659","-1094.8501","170.8842"
"2021- 10- 31","69,800","69,800","69,800","69,800","","0.00%","37.6783","-957.6875","-1137.5711","179.8836"
"2021- 10- 29","69,800","71,200","71,600","69,700","16.50M","-1.27%","37.6783","-976.6168","-1182.5420","205.9253"
"2021- 10- 28","70,700","69,600","72,100","69,500","2.15K","0.86%","42.8002","-986.5720","-1234.0234","247.4513"
"2021- 10- 27","70,100","71,000","71,000","70,000","3.67K","-1.41%","37.5445","-1076.5648","-1295.8862","219.3214"
"2021- 10- 26","71,100","70,500","71,500","70,400","8.81K","1.28%","43.7683","-1114.6782","-1350.7165","236.0383"
"2021- 10- 25","70,200","70,000","70,600","69,500","0.15K","-0.28%","34.7253","-1248.9296","-1409.7261","160.7965"
"2021- 10- 24","70,400","70,400","70,400","70,400","","0.00%","35.9172","-1310.4804","-1449.9252","139.4448"
"2021- 10- 22","70,400","70,000","70,700","70,000","8.38M","0.28%","35.9172","-1390.3438","-1484.7864","94.4426"
"2021- 10- 21","70,200","70,300","70,600","70,000","2.87K","-0.14%","33.9628","-1472.0554","-1508.3971","36.3417"
"2021- 10- 20","70,300","70,800","71,000","70,200","1.54K","-0.42%","34.4506","-1534.5737","-1517.4825","-17.0912"
"2021- 10- 19","70,600","70,800","71,000","70,400","0.03K","0.57%","35.8865","-1602.2306","-1513.2097","-89.0209"
"2021- 10- 18","70,200","70,100","70,300","69,200","1.20K","0.14%","32.3981","-1695.8256","-1490.9545","-204.8711"
"2021- 10- 17","70,100","70,100","70,100","70,100","","0.00%","31.5333","-1749.8931","-1439.7367","-310.1564"
"2021- 10- 15","70,100","70,200","71,000","70,000","17.53M","1.01%","31.5333","-1783.2680","-1362.1976","-421.0704"
"2021- 10- 14","69,400","69,100","69,800","68,800","0.23K","0.87%","25.8045","-1799.9282","-1256.9300","-542.9982"
"2021- 10- 13","68,800","68,700","69,600","68,400","0.57K","-0.29%","20.5107","-1723.7390","-1121.1804","-602.5586"
"2021- 10- 12","69,000","70,800","70,900","68,700","18.42K","-3.50%","20.9739","-1540.3305","-970.5408","-569.7897"
"2021- 10- 11","71,500","71,500","71,500","71,500","","0.00%","28.4246","-1304.1934","-828.0933","-476.1000"
"2021- 10- 08","71,500","72,300","72,400","71,500","13.97M","-0.14%","28.4246","-1238.3719","-709.0683","-529.3036"
"2021- 10- 07","71,600","71,800","72,100","71,300","0.17K","0.42%","28.7772","-1136.3471","-576.7424","-559.6047"
"2021- 10- 06","71,300","72,700","72,800","71,200","8.34K","-1.25%","26.2281","-999.7795","-436.8413","-562.9382"
"2021- 10- 05","72,200","72,900","73,000","71,400","1.12K","-1.37%","29.1327","-780.3818","-296.1067","-484.2751"
"2021- 10- 04","73,200","73,200","73,200","73,200","","0.00%","32.8907","-580.6360","-175.0380","-405.5980"
"2021- 10- 01","73,200","73,900","74,000","72,900","15.70M","-1.21%","32.8907","-419.0602","-73.6385","-345.4217"
"2021- 09- 30","74,100","74,300","74,800","73,800","6.44K","0.00%","36.5496","-206.7354","12.7170","-219.4523"
"2021- 09- 29","74,100","74,800","75,300","73,800","15.27K","-2.88%","36.5496","-24.3610","67.5800","-91.9410"
"2021- 09- 28","76,300","77,600","77,600","76,200","0.94K","-1.80%","47.7438","208.7694","90.5653","118.2041"
"2021- 09- 27","77,700","77,300","77,700","77,000","11.63M","0.52%","58.2939","279.2920","61.0143","218.2777"
"2021- 09- 26","77,300","77,300","77,300","77,300","","0.00%","55.6966","222.6965","6.4448","216.2516"
"2021- 09- 24","77,300","77,600","77,700","77,100","11.85M","-0.13%","55.6966","187.9481","-47.6181","235.5661"
"2021- 09- 23","77,400","77,500","77,600","76,900","0.49K","0.26%","56.4545","140.8627","-106.5096","247.3723"
"2021- 09- 22","77,200","77,200","77,200","77,200","","0.00%","55.3255","68.5339","-168.3527","236.8866"
"2021- 09- 17","77,200","76,300","77,200","75,900","15.66M","1.45%","55.3255","-4.4172","-227.5743","223.1571"
"2021- 09- 16","76,100","77,300","77,400","76,100","12.88M","-1.17%","49.0629","-97.4650","-283.3636","185.8986"
"2021- 09- 15","77,000","77,200","77,300","76,500","0.04K","0.52%","54.9111","-102.8102","-329.8382","227.0280"
"2021- 09- 14","76,600","77,000","77,700","76,600","3.83K","0.39%","52.5783","-199.7735","-386.5952","186.8217"
"2021- 09- 13","76,300","75,100","76,300","75,100","1.17K","1.33%","50.8058","-279.9010","-433.3007","153.3997"
"2021- 09- 12","75,300","75,300","75,300","75,300","","0.00%","44.3696","-347.5559","-471.6506","124.0946"
"2021- 09- 10","75,300","75,300","75,600","74,800","10.04M","0.00%","44.3696","-327.0348","-502.6742","175.6395"
"2021- 09- 09","75,300","76,300","76,600","75,000","1.06K","-1.31%","44.3696","-296.0854","-546.5841","250.4987"
"2021- 09- 08","76,300","76,100","76,400","75,600","1.09K","0.26%","49.5612","-252.2761","-609.2088","356.9327"
"2021- 09- 07","76,100","77,100","77,100","75,900","2.76K","-1.55%","48.4408","-294.5082","-698.4420","403.9338"
"2021- 09- 06","77,300","76,800","77,600","76,600","3.42K","0.91%","55.2823","-323.7643","-799.4254","475.6611"
"2021- 09- 05","76,600","76,600","76,600","76,600","","0.00%","51.5780","-478.5782","-918.3407","439.7624"
"2021- 09- 03","76,600","76,400","76,700","76,000","11.89M","0.79%","51.5780","-597.9433","-1028.2813","430.3380"
"2021- 09- 02","76,000","76,800","76,800","75,700","1.76K","-1.04%","48.4200","-741.5991","-1135.8658","394.2667"
"2021- 09- 01","76,800","76,600","77,100","75,900","0.84K","0.13%","52.6731","-853.0784","-1234.4325","381.3541"
"2021- 08- 31","76,700","74,800","76,700","74,300","16.70K","2.82%","52.1856","-1064.4126","-1329.7710","265.3584"
"2021- 08- 30","74,600","75,400","75,400","74,200","4.29K","0.40%","40.1679","-1308.4878","-1396.1106","87.6229"
"2021- 08- 29","74,300","74,300","74,300","74,300","","0.00%","38.1043","-1387.1656","-1418.0163","30.8507"
"2021- 08- 27","74,300","74,300","75,000","73,800","15.06M","-0.40%","38.1043","-1436.8649","-1425.7290","-11.1359"
"2021- 08- 26","74,600","76,100","76,200","74,600","4.67K","-1.45%","39.2722","-1479.3992","-1422.9450","-56.4542"
"2021- 08- 25","75,700","76,200","76,500","74,900","2.00K","0.13%","43.8482","-1542.7155","-1408.8315","-133.8841"
"2021- 08- 24","75,600","73,900","75,700","73,900","0.37K","3.14%","43.2904","-1713.0906","-1375.3604","-337.7302"
"2021- 08- 23","73,300","73,300","74,000","73,000","19.30M","0.83%","28.0191","-1895.4517","-1290.9279","-604.5238"
"2021- 08- 22","72,700","72,700","72,700","72,700","","0.00%","22.9960","-1866.4587","-1139.7969","-726.6618"
"2021- 08- 20","72,700","73,500","73,900","72,500","22.12M","-0.55%","22.9960","-1741.2138","-958.1315","-783.0823"
"2021- 08- 19","73,100","73,500","74,400","73,100","18.14K","-1.08%","23.9570","-1556.0289","-762.3609","-793.6680"
"2021- 08- 18","73,900","73,900","74,600","73,100","28.93M","-0.40%","25.9727","-1337.7598","-563.9439","-773.8159"
"2021- 08- 17","74,200","74,300","75,100","74,000","7.44K","-0.27%","26.7567","-1121.1652","-370.4899","-750.6753"
"2021- 08- 16","74,400","74,400","74,400","74,400","","0.00%","27.2661","-858.9494","-182.8211","-676.1283"
"2021- 08- 13","74,400","75,800","76,000","74,100","60.80M","-3.38%","27.2661","-532.1365","-13.7890","-518.3475"
"2021- 08- 12","77,000","77,300","78,200","76,900","57.26K","-1.91%","34.6646","-107.2643","115.7979","-223.0622"
"2021- 08- 11","78,500","79,600","79,800","78,500","29.83M","-2.12%","40.5607","171.8601","171.5634","0.2967"
"2021- 08- 10","80,200","82,300","82,300","80,100","13.75K","-1.60%","49.4038","372.8973","171.4892","201.4081"
"2021- 08- 09","81,500","81,500","82,300","80,900","15.37M","0.00%","58.4531","450.9791","121.1372","329.8419"
"2021- 08- 08","81,500","81,500","81,500","81,500","","0.00%","58.4531","411.7164","38.6767","373.0396"
"2021- 08- 06","81,500","81,900","82,500","81,300","13.28M","-0.73%","58.4531","355.6143","-54.5832","410.1975"
"2021- 08- 05","82,100","83,200","83,300","82,000","2.46K","-0.97%","62.6969","278.8352","-157.1325","435.9677"
"2021- 08- 04","82,900","82,100","83,100","81,800","25.81K","1.84%","68.8893","115.6903","-266.1245","381.8148"
"2021- 08- 03","81,400","79,400","81,400","79,300","1.46K","2.65%","62.4285","-175.6791","-361.5782","185.8990"
"2021- 08- 02","79,300","79,100","79,500","78,700","1.55K","1.02%","48.5342","-392.2899","-408.0529","15.7630"
"2021- 08- 01","78,500","78,500","78,500","78,500","","0.00%","40.7884","-449.2398","-411.9937","-37.2462"
"2021- 07- 30","78,500","78,900","78,900","78,500","13.12M","-0.63%","40.7884","-433.9397","-402.6821","-31.2575"
"2021- 07- 29","79,000","78,900","79,300","78,800","3.62K","-0.25%","44.3886","-408.0993","-394.8678","-13.2315"
"2021- 07- 28","79,200","78,200","79,200","78,100","9.00K","0.89%","45.8932","-420.0906","-391.5599","-28.5308"
"2021- 07- 27","78,500","79,100","79,300","78,500","4.44K","-0.38%","39.1948","-449.6492","-384.4272","-65.2220"
"2021- 07- 26","78,800","79,400","79,500","78,800","1.25K","-0.63%","41.2259","-409.5636","-368.1217","-41.4419"
"2021- 07- 25","79,300","79,300","79,300","79,300","","0.00%","44.8204","-382.9879","-357.7612","-25.2267"
"2021- 07- 23","79,300","79,700","79,900","79,200","8.98M","-0.50%","44.8204","-394.4061","-351.4545","-42.9515"
"2021- 07- 22","79,700","79,000","79,800","78,900","11.63K","1.53%","47.6886","-403.2430","-340.7166","-62.5263"
"2021- 07- 21","78,500","79,000","79,100","78,500","0.17K","-0.63%","36.3403","-449.3840","-325.0851","-124.2989"
"2021- 07- 20","79,000","78,600","79,000","78,400","0.55K","0.00%","39.6699","-379.5584","-294.0103","-85.5481"
"2021- 07- 19","79,000","79,200","79,200","78,800","2.48K","-1.00%","39.6699","-335.8238","-272.6233","-63.2005"
"2021- 07- 18","79,800","79,800","79,800","79,800","","0.00%","45.4100","-275.1178","-256.8232","-18.2946"
"2021- 07- 16","79,800","80,100","80,100","79,500","10.78M","-0.99%","45.4100","-275.0877","-252.2496","-22.8382"
"2021- 07- 15","80,600","79,800","80,600","79,500","0.70K","1.38%","51.8831","-271.0481","-246.5400","-24.5081"
"2021- 07- 14","79,500","79,400","79,600","79,100","11.41M","-0.38%","41.1772","-343.4040","-240.4130","-102.9910"
"2021- 07- 13","79,800","79,900","80,200","79,800","8.22K","0.13%","43.6359","-318.7616","-214.6652","-104.0963"
"2021- 07- 12","79,700","79,900","80,000","79,500","0.77K","0.38%","42.5746","-313.2178","-188.6412","-124.5766"
"2021- 07- 11","79,400","79,400","79,400","79,400","","0.00%","39.3955","-291.4041","-157.4970","-133.9071"
"2021- 07- 09","79,400","79,600","79,800","79,000","22.41M","-0.63%","39.3955","-228.7780","-124.0202","-104.7577"
"2021- 07- 08","79,900","81,100","81,100","79,900","6.82K","-1.11%","42.8006","-145.5165","-97.8308","-47.6857"
"2021- 07- 07","80,800","81,300","81,300","80,300","9.41K","-0.49%","50.0278","-88.0371","-85.9094","-2.1277"
"2021- 07- 06","81,200","80,500","81,200","80,500","22.57K","1.00%","53.7753","-105.0283","-85.3774","-19.6508"
"2021- 07- 05","80,400","80,200","80,800","80,000","0.76K","0.50%","46.3056","-165.9148","-80.4647","-85.4501"
"2021- 07- 04","80,000","80,000","80,000","80,000","","0.00%","41.9504","-159.7603","-59.1022","-100.6581"
"2021- 07- 02","80,000","80,000","80,400","79,900","8.18M","-0.12%","41.9504","-108.8538","-33.9377","-74.9161"
"2021- 07- 01","80,100","80,600","80,600","80,000","13.59K","-0.74%","42.6969","-42.2954","-15.2086","-27.0867"
"2021- 06- 30","80,700","81,200","81,400","80,700","0.97K","-0.37%","47.3961","33.0908","-8.4370","41.5278"
"2021- 06- 29","81,000","81,900","82,100","80,800","1.58K","-1.10%","49.9484","67.7388","-18.8189","86.5577"
"2021- 06- 28","81,900","81,700","82,000","81,600","56.64K","0.37%","58.7637","80.4315","-40.4583","120.8898"
"2021- 06- 27","81,600","81,600","81,600","81,600","","0.00%","56.3809","3.8256","-70.6808","74.5064"
"2021- 06- 25","81,600","81,500","81,900","81,200","12.97M","0.49%","56.3809","-63.4614","-89.3074","25.8460"
"2021- 06- 24","81,200","80,300","81,400","80,100","2.11K","1.37%","53.2770","-148.4211","-95.7689","-52.6522"
"2021- 06- 23","80,100","80,600","80,600","79,900","2.25K","0.13%","42.9017","-213.9745","-82.6058","-131.3687"
"2021- 06- 22","80,000","80,200","80,300","79,900","1.38K","0.13%","41.8110","-182.5321","-49.7637","-132.7684"
"2021- 06- 21","79,900","79,700","80,000","79,600","15.99M","-0.75%","40.7601","-129.5632","-16.5716","-112.9917"
"2021- 06- 20","80,500","80,500","80,500","80,500","","0.00%","45.3200","-49.8894","11.6763","-61.5657"
"2021- 06- 18","80,500","81,100","81,100","80,500","14.62M","-0.49%","45.3200","-8.5618","27.0678","-35.6296"
"2021- 06- 17","80,900","81,200","81,200","80,700","0.39K","-1.10%","48.4347","44.3117","35.9752","8.3365"
"2021- 06- 16","81,800","81,400","81,900","81,100","2.27K","1.11%","56.5555","70.4257","33.8911","36.5347"
"2021- 06- 15","80,900","80,900","81,200","80,600","9.84M","0.50%","48.5444","11.0960","24.7574","-13.6614"
"2021- 06- 14","80,500","80,900","80,900","80,500","1.07K","-0.62%","44.3061","26.8446","28.1727","-1.3281"
"2021- 06- 13","81,000","81,000","81,000","81,000","","0.00%","48.9899","87.2824","28.5048","58.7777"
"2021- 06- 11","81,000","81,200","81,700","80,700","13.81M","0.00%","48.9899","112.2444","13.8104","98.4341"
"2021- 06- 10","81,000","81,400","81,400","80,900","0.32K","-0.12%","48.9899","142.4723","-10.7982","153.2705"
"2021- 06- 09","81,100","81,600","82,000","81,100","4.87K","-0.98%","49.8335","178.9818","-49.1158","228.0976"
"2021- 06- 08","81,900","82,300","82,600","81,800","13.46K","0.00%","57.1430","212.7960","-106.1402","318.9362"
"2021- 06- 07","81,900","82,700","82,800","81,600","3.95K","-0.36%","57.1430","171.4054","-185.8742","357.2796"
"2021- 06- 06","82,200","82,200","82,200","82,200","","0.00%","59.9881","116.0828","-275.1941","391.2770"
"2021- 06- 04","82,200","82,700","82,700","81,500","18.06M","-0.72%","59.9881","13.2372","-373.0134","386.2506"
"2021- 06- 03","82,800","81,300","83,000","81,100","12.10K","2.48%","65.6225","-118.2238","-469.5760","351.3522"
"2021- 06- 02","80,800","80,400","81,400","80,300","1.27K","0.25%","51.5318","-345.3872","-557.4141","212.0269"
"2021- 06- 01","80,600","80,400","81,200","80,100","4.06K","0.12%","49.6141","-426.6700","-610.4208","183.7508"
"2021- 05- 31","80,500","80,300","80,600","79,600","13.28M","0.50%","48.6712","-503.8467","-656.3585","152.5118"
"2021- 05- 30","80,100","80,100","80,100","80,100","","0.00%","44.8369","-584.8418","-694.4864","109.6446"
"2021- 05- 28","80,100","79,800","80,400","79,400","12.27M","0.63%","44.8369","-638.9869","-721.8976","82.9107"
"2021- 05- 27","79,600","80,000","80,000","79,100","1.51K","-0.25%","40.0066","-698.8014","-742.6253","43.8239"
"2021- 05- 26","79,800","80,300","80,500","79,700","0.79K","-0.13%","41.3515","-714.0729","-753.5812","39.5083"
"2021- 05- 25","79,900","80,000","80,400","79,800","12.55M","0.25%","42.0071","-743.5421","-763.4583","19.9162"
"2021- 05- 24","79,700","80,100","80,400","79,500","0.88K","-0.50%","40.2477","-780.5221","-768.4374","-12.0847"
"2021- 05- 23","80,100","80,100","80,100","80,100","","0.00%","42.6508","-796.0054","-765.4162","-30.5892"
"2021- 05- 21","80,100","80,100","81,500","79,800","20.80M","0.75%","42.6508","-844.9167","-757.7689","-87.1478"
"2021- 05- 20","79,500","79,400","79,700","79,100","0.32K","-0.13%","37.8514","-895.0557","-735.9819","-159.0737"
"2021- 05- 19","79,600","79,600","79,600","79,600","","0.00%","38.3481","-884.9413","-696.2135","-188.7278"
"2021- 05- 18","79,600","79,600","80,000","79,100","17.27M","0.00%","38.3481","-869.3416","-649.0316","-220.3100"
"2021- 05- 17","79,600","80,900","80,900","79,200","6.45K","-0.62%","38.3481","-836.7857","-593.9541","-242.8317"
"2021- 05- 16","80,100","80,100","80,100","80,100","","0.00%","40.4742","-783.0612","-533.2461","-249.8150"
"2021- 05- 14","80,100","79,000","80,300","78,900","16.37M","2.04%","40.4742","-754.0082","-470.7924","-283.2159"
"2021- 05- 13","78,500","78,900","79,600","78,500","4.26K","-1.88%","29.7239","-705.9587","-399.9884","-305.9703"
"2021- 05- 12","80,000","80,900","81,100","79,800","9.71K","-1.48%","35.2688","-471.4525","-323.4958","-147.9567"
"2021- 05- 11","81,200","82,500","82,500","81,100","12.16K","-2.40%","40.9424","-318.0071","-286.5067","-31.5004"
"2021- 05- 10","83,200","82,300","83,500","81,800","7.02K","1.59%","54.5145","-239.7112","-278.6316","38.9204"
"2021- 05- 09","81,900","81,900","81,900","81,900","","0.00%","43.1375","-339.9268","-288.3616","-51.5652"
"2021- 05- 07","81,900","81,800","82,100","81,500","12.80M","-0.49%","43.1375","-330.5303","-275.4704","-55.0600"
"2021- 05- 06","82,300","81,700","82,300","81,700","16.85M","-0.36%","46.2036","-313.7293","-261.7054","-52.0239"
"2021- 05- 05","82,600","82,600","82,600","82,600","","0.00%","48.6097","-328.4490","-248.6994","-79.7496"
"2021- 05- 04","82,600","81,900","82,600","81,800","12.29M","1.10%","48.6097","-373.0048","-228.7620","-144.2428"
"2021- 05- 03","81,700","81,000","82,400","81,000","15.58M","0.25%","40.6092","-424.4485","-192.7013","-231.7473"
"2021- 05- 02","81,500","81,500","81,500","81,500","","0.00%","38.6379","-392.2994","-134.7644","-257.5349"
"2021- 04- 30","81,500","81,900","82,100","81,500","17.26M","-0.24%","38.6379","-325.1955","-70.3807","-254.8148"
"2021- 04- 29","81,700","82,400","82,400","81,500","2.84K","-0.49%","39.7763","-234.8165","-6.6770","-228.1395"
"2021- 04- 28","82,100","83,100","83,200","82,100","6.80K","-0.97%","42.0786","-136.4081","50.3578","-186.7660"
"2021- 04- 27","82,900","83,300","83,300","82,500","3.86K","-0.72%","47.1467","-49.5464","97.0493","-146.5957"
"2021- 04- 26","83,500","82,900","83,500","82,600","3.37K","0.85%","51.4634","-19.4131","133.6983","-153.1114"
"2021- 04- 25","82,800","82,800","82,800","82,800","","0.00%","46.1190","-41.7606","171.9761","-213.7367"
"2021- 04- 23","82,800","81,900","82,900","81,600","17.74M","0.49%","46.1190","1.5960","225.4103","-223.8143"
"2021- 04- 22","82,400","82,800","83,000","82,400","8.15K","-0.24%","43.0280","56.9116","281.3639","-224.4523"
"2021- 04- 21","82,600","83,400","83,500","82,500","0.44K","-1.55%","44.2054","167.4138","337.4769","-170.0631"
"2021- 04- 20","83,900","83,300","84,000","83,200","4.40K","0.72%","52.9504","285.6561","379.9927","-94.3366"
"2021- 04- 19","83,300","83,900","84,000","83,300","11.08K","-0.72%","48.5919","300.0577","403.5769","-103.5192"
"2021- 04- 18","83,900","83,900","83,900","83,900","","0.00%","53.1651","375.1657","429.4567","-54.2909"
"2021- 04- 16","83,900","84,700","84,700","83,600","15.34M","-0.24%","53.1651","404.4830","443.0294","-38.5464"
"2021- 04- 15","84,100","83,700","84,500","83,400","1.01K","0.12%","54.6432","436.0192","452.6660","-16.6468"
"2021- 04- 14","84,000","84,100","84,300","83,400","4.37K","0.00%","54.0501","449.5651","456.8277","-7.2626"
"2021- 04- 13","84,000","83,000","84,500","82,900","1.05K","0.96%","54.0501","470.4973","458.6433","11.8539"
"2021- 04- 12","83,200","84,000","84,100","83,100","16.47K","-0.48%","49.4943","490.3707","455.6798","34.6909"
"2021- 04- 11","83,600","83,600","83,600","83,600","","0.00%","51.8826","590.0584","447.0071","143.0513"
"2021- 04- 09","83,600","84,700","84,900","83,400","17.79M","-1.30%","51.8826","667.9861","411.2443","256.7418"
"2021- 04- 08","84,700","85,700","85,700","84,100","19.17M","-1.05%","58.5859","757.7341","347.0588","410.6752"
"2021- 04- 07","85,600","86,100","86,200","85,400","5.60K","-0.47%","64.9627","749.2635","244.3900","504.8735"
"2021- 04- 06","86,000","86,100","86,200","85,100","10.26K","0.70%","68.0181","635.9173","118.1717","517.7457"
"2021- 04- 05","85,400","85,800","86,000","84,800","0.84K","0.71%","65.7761","441.2693","-11.2648","452.5341"
"2021- 04- 04","84,800","84,800","84,800","84,800","","0.00%","63.3931","247.5002","-124.3983","371.8985"
"2021- 04- 02","84,800","84,000","85,200","83,900","22.89M","2.29%","63.3931","57.6712","-217.3729","275.0441"
"2021- 04- 01","82,900","82,400","83,000","82,000","0.93K","1.84%","54.8000","-185.4585","-286.1339","100.6754"
"2021- 03- 31","81,400","82,100","82,100","81,400","0.54K","-0.97%","45.4051","-299.6283","-311.3028","11.6745"
"2021- 03- 30","82,200","81,600","82,300","81,300","13.05M","0.74%","50.6152","-288.2649","-314.2214","25.9565"
"2021- 03- 29","81,600","81,700","81,700","81,000","9.87K","0.12%","46.3259","-351.0228","-320.7105","-30.3122"
"2021- 03- 28","81,500","81,500","81,500","81,500","","0.00%","45.5946","-364.9279","-313.1325","-51.7954"
"2021- 03- 26","81,500","81,400","81,600","81,000","12.73M","0.37%","45.5946","-367.1860","-300.1836","-67.0024"
"2021- 03- 25","81,200","80,900","82,100","80,800","0.45K","0.25%","43.6071","-364.7273","-283.4330","-81.2942"
"2021- 03- 24","81,000","81,100","81,600","80,700","14.93K","-0.98%","42.3023","-325.7385","-263.1095","-62.6290"
"2021- 03- 23","81,800","82,500","82,800","81,800","5.98K","-0.24%","46.2796","-250.8730","-247.4522","-3.4207"
"2021- 03- 22","82,000","82,000","82,300","81,700","12.55M","0.12%","47.3123","-233.1228","-246.5970","13.4742"
"2021- 03- 21","81,900","81,900","81,900","81,900","","0.00%","46.7607","-227.4400","-249.9656","22.5256"
"2021- 03- 19","81,900","82,100","82,500","81,800","15.69M","-1.21%","46.7607","-206.6965","-255.5970","48.9005"
"2021- 03- 18","82,900","82,800","83,800","82,600","2.15K","0.73%","51.4003","-177.2138","-267.8221","90.6083"
"2021- 03- 17","82,300","82,800","82,800","82,100","32.00K","-0.60%","48.5565","-238.8237","-290.4742","51.6505"
"2021- 03- 16","82,800","82,300","83,000","82,100","3.55K","1.22%","50.8594","-252.8957","-303.3868","50.4912"
"2021- 03- 15","81,800","82,800","82,900","81,800","0.40K","-1.21%","46.1132","-318.0872","-316.0096","-2.0775"
"2021- 03- 14","82,800","82,800","82,800","82,800","","0.00%","50.6563","-294.8504","-315.4903","20.6399"
"2021- 03- 12","82,800","83,100","83,500","82,400","13.41M","0.98%","50.6563","-362.7212","-320.6502","-42.0709"
"2021- 03- 11","82,000","81,000","82,500","81,000","0.96K","1.36%","47.0585","-444.0731","-310.1325","-133.9406"
"2021- 03- 10","80,900","82,400","82,500","80,700","8.86K","-0.61%","41.6240","-459.9939","-276.6474","-183.3465"
"2021- 03- 09","81,400","81,500","81,900","80,600","1.24K","-0.73%","43.5091","-361.6238","-230.8107","-130.8130"
"2021- 03- 08","82,000","83,000","83,000","81,600","6.72K","-0.12%","45.8214","-281.7169","-198.1075","-83.6094"
"2021- 03- 07","82,100","82,100","82,100","82,100","","0.00%","46.2014","-236.7198","-177.2051","-59.5147"
"2021- 03- 05","82,100","81,100","82,600","81,100","20.35M","-0.36%","46.2014","-186.0259","-162.3264","-23.6995"
"2021- 03- 04","82,400","82,700","83,100","82,200","8.75K","-1.90%","47.2143","-118.6161","-156.4016","37.7855"
"2021- 03- 03","84,000","83,400","84,000","82,800","3.80K","0.48%","52.9647","-61.3969","-165.8479","104.4511"
"2021- 03- 02","83,600","85,000","85,300","83,000","7.76K","1.33%","51.5962","-150.3804","-191.9607","41.5803"
"2021- 03- 01","82,500","82,500","82,500","82,500","","0.00%","47.7112","-221.0410","-202.3558","-18.6852"
"2021- 02- 26","82,500","82,800","83,400","82,000","36.72M","-3.28%","47.7112","-196.0146","-197.6845","1.6699"
"2021- 02- 25","85,300","84,000","85,400","83,000","6.35K","4.02%","57.9132","-161.2206","-198.1019","36.8813"
"2021- 02- 24","82,000","81,900","83,600","81,400","0.98K","0.00%","45.0555","-399.5567","-207.3223","-192.2345"
"2021- 02- 23","82,000","81,300","82,900","81,100","7.03K","-0.24%","45.0555","-361.9486","-159.2637","-202.6849"
"2021- 02- 22","82,200","83,800","84,200","82,200","17.48K","-0.48%","45.7865","-308.6822","-108.5924","-200.0898"
"2021- 02- 21","82,600","82,600","82,600","82,600","","0.00%","47.2089","-256.5686","-58.5700","-197.9986"
"2021- 02- 19","82,600","82,300","82,800","81,000","25.47M","0.61%","47.2089","-227.0481","-9.0703","-217.9778"
"2021- 02- 18","82,100","83,200","83,600","82,100","24.28K","-1.32%","45.3801","-186.0667","45.4241","-231.4908"
"2021- 02- 17","83,200","83,900","84,200","83,000","16.79K","-2.00%","48.8362","-80.1440","103.2968","-183.4408"
"2021- 02- 16","84,900","84,500","86,000","84,200","24.26K","0.83%","54.8287","-55.7823","149.1570","-204.9394"
"2021- 02- 15","84,200","83,700","84,500","83,400","0.80K","3.19%","52.6051","-196.9676","200.3919","-397.3594"
"2021- 02- 14","81,600","81,600","81,600","81,600","","0.00%","42.9127","-303.0335","299.7317","-602.7653"
"2021- 02- 10","81,600","82,600","82,600","81,600","22.58M","-1.33%","42.9127","-169.2773","450.4230","-619.7003"
"2021- 02- 09","82,700","84,000","84,800","82,700","5.17K","-0.36%","46.3722","3.9066","605.3481","-601.4415"
"2021- 02- 08","83,000","83,800","84,200","83,000","2.14K","-0.60%","47.3386","112.8953","755.7085","-642.8131"
